meanStepDisplacement,meanStepTravel,sdStepDisplacement,sdStepTravel,shapiroDisplacement,meanAngle,sdAngle,lab,label,meanVideoStepDisplacement,sdVideoMeanStepDisplacement,meanVideoStepTravel,sdVideoMeanStepTravel,meanVideoAngle,sdVideoAngle
0.13424841111544347,0.15754328737330078,0.1477569679848031,0.12261676100230677,1.4587667592062565e-17,0.3037926198496127,0.6903249105533219,1.0,0.0,0.615730529482439,0.9690820994239633,0.827764486833834,1.1329962692466657,0.1896030446686243,0.13214370938304132
0.1094927656613272,0.14461775275449887,0.15022058658280563,0.11679296191846128,7.008053870549702e-08,0.08413630998401399,0.8460341743793548,1.0,0.0,0.615730529482439,0.9690820994239633,0.827764486833834,1.1329962692466657,0.1896030446686243,0.13214370938304132
0.10514779448893095,0.15310007120566893,0.16331881195186645,0.11953853445677956,2.6028162264379873e-11,0.2910329409433714,0.7172865228552175,1.0,0.0,0.615730529482439,0.9690820994239633,0.827764486833834,1.1329962692466657,0.1896030446686243,0.13214370938304132
0.1412788973067359,0.19187161440904577,0.1962782131648037,0.14720783733022447,6.498720832304183e-13,0.07785761558653884,0.7638965796193168,1.0,0.0,0.615730529482439,0.9690820994239633,0.827764486833834,1.1329962692466657,0.1896030446686243,0.13214370938304132
0.005371879342475737,0.08826122519933592,0.13739071787246973,0.10542780739204816,4.951282619098647e-21,0.43819931351289254,0.6997524710314266,1.0,0.0,0.615730529482439,0.9690820994239633,0.827764486833834,1.1329962692466657,0.1896030446686243,0.13214370938304132
2.8796979561382154,3.189712888913822,1.678038984635268,0.9665437594022394,5.692477197082046e-13,-0.09997767753603734,1.0659713859792448,1.0,1.0,0.615730529482439,0.9690820994239633,0.827764486833834,1.1329962692466657,0.1896030446686243,0.13214370938304132
0.9348760023239436,1.8692445679811651,1.8912338881726052,0.9781019908816132,1.3984124507260276e-06,0.23218019033997775,0.6475552417929061,1.0,1.0,0.615730529482439,0.9690820994239633,0.827764486833834,1.1329962692466657,0.1896030446686243,0.13214370938304132
0.9982198819972139,0.9989535812177942,0.19399397387322315,0.19017974993621228,4.413211603885442e-13,0.522647897119007,0.1059527204414771,1.0,0.0,1.2080422666021624,0.4482971509398216,1.3623474583019286,0.38161935497383226,0.320421921601842,0.1819104322453
1.5039073951632587,1.5039073951632587,0.23060129269705285,0.23060129269705285,1.2955910731555746e-17,0.4909002523494999,0.09880797475689988,1.0,0.0,1.2080422666021624,0.4482971509398216,1.3623474583019286,0.38161935497383226,0.320421921601842,0.1819104322453
1.6618220983139091,1.6618220983139091,0.21639125110677512,0.21639125110677512,1.1532942466455539e-21,0.3377941158842799,0.09411120641809706,1.0,0.0,1.2080422666021624,0.4482971509398216,1.3623474583019286,0.38161935497383226,0.320421921601842,0.1819104322453
1.0821201714176152,1.0821201714176152,0.19109250276008022,0.19109250276008022,4.190355121718585e-18,0.41631145297625105,0.12914452366493134,1.0,0.0,1.2080422666021624,0.4482971509398216,1.3623474583019286,0.38161935497383226,0.320421921601842,0.1819104322453
1.109612497326081,1.109612497326081,0.15636307890433865,0.15636307890433865,5.414162711684378e-20,0.23136250668449831,0.1005964981609583,1.0,0.0,1.2080422666021624,0.4482971509398216,1.3623474583019286,0.38161935497383226,0.320421921601842,0.1819104322453
